,citycode,SO2,NO2,PM10,CO,O3_8,PM25,airpressure,maxtemp,minhumidity,date,day_sin,day_cos,target
0,110000,-0.8518652736412935,0.12366609295551693,-0.31946226602906613,-0.5315724861546672,-0.06233440690438006,1.3831862883246442,0.5956767159113796,-1.3925822626993807,-0.004612466839803569,2017-04-05,0.3943558551133195,0.9189578116202303,98
1,110000,-0.7293099485128292,1.4677476680751185,0.7399679017410776,0.3934312455818144,0.0024121776210444955,3.3354879861813647,0.5535694217518069,-0.5515043393085926,-0.6826450922909306,2017-04-06,0.5712682150947923,0.8207634412072763,76
2,110000,-0.48419929825590047,1.5468112901409774,1.0426622353896902,0.08509666833632064,-1.3141017077292547,2.1746599496179093,0.6267031431868542,-1.3925822626993807,0.18911114043194702,2017-04-07,0.7247927872291193,0.6889669190756872,76
3,110000,-0.6067546233843648,2.4955747549312846,1.3885986167023903,0.3934312455818144,-1.5515058509891448,2.1746599496179093,0.7013881859856762,-1.6843848075492458,-1.1185232086523693,2017-04-08,0.84864425749475,0.5289640103269639,64
4,110000,-0.6067546233843648,1.3886840460092595,0.6102417587488151,0.3934312455818144,-0.8608756160512829,1.5414810205832972,0.7740786727453599,-1.6157253852316307,-0.8763686995626812,2017-04-09,0.9377521321470808,0.3473052528448195,66
5,110000,-0.3616439731274361,2.4165111328654256,1.0210412115576464,0.08509666833632064,-0.9256222005767074,1.647010842089066,0.5728501301301379,-1.4269119738581881,-0.9247996013806188,2017-04-10,0.9884683243281114,0.15142777750457675,26
6,120000,0.006022002257956916,1.3096204239434006,-0.6221565996776787,0.7017658228273083,-0.645053667633201,0.8555371807958007,0.690307319101578,-1.8045387966050728,0.4312656495216352,2017-04-05,0.3943558551133195,0.9189578116202303,106
7,120000,0.6187986279002786,1.942129400470272,1.237251449878084,1.62676955456379,0.08874095698827723,3.7576072722044396,0.6459838515651851,-0.5515043393085926,-0.8763686995626812,2017-04-06,0.5712682150947923,0.8207634412072763,63
8,120000,0.4962433027718143,2.2583838887337078,1.0426622353896902,1.62676955456379,-0.5803070831077765,1.488716109830413,0.7024962726740875,-1.5127362517552074,-0.2467669759294918,2017-04-07,0.7247927872291193,0.6889669190756872,60
9,120000,0.741353953028743,3.839656330050886,1.237251449878084,2.551773286300272,-1.594670240672761,1.3304213775717597,0.7811704275511839,-2.0620116302961304,-0.9247996013806188,2017-04-08,0.84864425749475,0.5289640103269639,47
10,120000,1.7217965540564577,3.128083731458156,0.6102417587488151,1.9351041318092834,-1.3788482922546792,0.6444775377842633,0.854969000999279,-1.7873739410256693,-1.021661405016494,2017-04-09,0.9377521321470808,0.3473052528448195,55
11,120000,1.3541305786710647,1.8630657784044131,0.6102417587488151,1.0101004000728024,-0.34290293984788645,1.066596823807338,0.6632700039043777,-1.547065962914015,-1.3122468159241198,2017-04-10,0.9884683243281114,0.15142777750457675,40
12,130100,0.4962433027718143,-0.19258839530791874,0.39403152042837764,0.7017658228273083,-0.7961290315258583,1.8053055743477189,0.6459838515651851,-1.5813956740728232,0.18911114043194702,2017-04-05,0.3943558551133195,0.9189578116202303,129
13,130100,2.7022391550841727,2.10025664460199,2.4912708321366215,2.860107863545765,0.06715876214646904,4.97120021952078,0.6045414094186577,-0.9634608732142845,0.04381843497813408,2017-04-06,0.5712682150947923,0.8207634412072763,188
14,130100,2.824794480212637,2.10025664460199,3.853395333555378,2.551773286300272,-0.25657416048065373,8.084329953940955,0.6448757648767763,-1.1694391401671307,0.3828347477036976,2017-04-07,0.7247927872291193,0.6889669190756872,114
15,130100,1.109019928414136,0.7561750694823882,1.9507452363355278,1.3184349773182957,-1.702581214881802,4.1797265582275145,0.736846960014791,-1.6843848075492458,-0.9247996013806188,2017-04-08,0.84864425749475,0.5289640103269639,26
16,130100,1.9669072043133864,0.8352386915482471,-0.1248730515406724,0.08509666833632064,-1.0119509799439401,-0.46358558802630784,0.8283749204774422,-2.1821656193519576,-1.166954110470307,2017-04-09,0.9377521321470808,0.3473052528448195,59
17,130100,5.153345657653459,2.5746383769971435,1.0426622353896902,2.860107863545765,-1.4867592664637201,1.2776564668188755,0.6482000249420052,-1.8217036521844767,-1.1185232086523693,2017-04-10,0.9884683243281114,0.15142777750457675,56
18,130200,1.9669072043133864,1.2305568018775417,0.2210633297720276,1.0101004000728024,-1.0551153696275566,1.4359511990775284,0.6426595914999562,-2.0620116302961304,0.23754204224988465,2017-04-05,0.3943558551133195,0.9189578116202303,102
19,130200,1.7217965540564577,1.072429557745824,1.669671926518959,1.0101004000728024,-0.19182757595522917,3.546547629192902,0.6012171493534287,-0.8604717397378613,-0.3920596813833047,2017-04-06,0.5712682150947923,0.8207634412072763,70
20,130200,2.7022391550841727,2.3374475107995667,1.2156304260460402,1.3184349773182957,-1.0119509799439401,1.8580704851006031,0.6614970652029236,-1.6843848075492458,-0.19833607411155416,2017-04-07,0.7247927872291193,0.6889669190756872,51
21,130200,3.19246045559803,2.4165111328654256,0.9994201877256026,1.9351041318092834,-1.3141017077292547,0.8555371807958007,0.7275390318321494,-1.6843848075492458,-1.457539521377933,2017-04-08,0.84864425749475,0.5289640103269639,49
